AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_RATING_CLIENT,REG_REGION_NOT_WORK_REGION,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
209100.0,569500.0,29190.0,-9476,-495,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
93300.0,201700.0,13280.0,-8462,-1334,1,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,N,Y,0
158200.0,641600.0,43220.0,-11808,-1338,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
98100.0,409800.0,26780.0,-9850,-3275,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,1
222100.0,700400.0,47600.0,-11849,-47,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
158000.0,364000.0,23510.0,-13858,-695,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
83900.0,179800.0,10840.0,-22824,-3910,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
153400.0,519700.0,25800.0,-17479,-493,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,1,N,Y,0
96300.0,305000.0,20370.0,-21089,-268,3,Cash loans,State servant,Incomplete higher,Married,House / apartment,2,1,N,Y,0
158800.0,583700.0,37820.0,-19086,-1567,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,3,0,N,Y,0
95800.0,251400.0,12130.0,-9478,-666,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,N,0
149300.0,430900.0,23580.0,-19497,-1150,1,Cash loans,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,2,0,N,Y,1
214300.0,398100.0,17450.0,-12091,-3131,2,Cash loans,Working,Higher education,Married,House / apartment,2,1,N,N,0
143400.0,494400.0,33020.0,-17941,-1343,5,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
121100.0,356300.0,20270.0,-13149,-1324,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
163000.0,698200.0,33780.0,-23703,-595,2,Cash loans,Commercial associate,Incomplete higher,Separated,House / apartment,3,0,Y,Y,0
208700.0,737300.0,36570.0,-11905,-2875,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
84700.0,243600.0,16440.0,-12156,-2458,1,Revolving loans,Commercial associate,Secondary / secondary special,Married,With parents,2,0,Y,Y,1
167800.0,421500.0,24450.0,-22627,-487,4,Revolving loans,Working,Higher education,Married,House / apartment,2,0,N,Y,1
284600.0,1207900.0,63940.0,-8066,-704,1,Cash loans,Pensioner,Secondary / secondary special,Widow,House / apartment,3,0,N,Y,0
196200.0,361800.0,19900.0,-18866,-2838,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
151600.0,406700.0,18120.0,-19326,-808,3,Cash loans,Commercial associate,Higher education,Civil marriage,House / apartment,2,0,N,Y,0
202800.0,881700.0,38750.0,-21111,-943,3,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,1,N,N,0
184700.0,658600.0,37810.0,-23330,-827,3,Revolving loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
214700.0,695300.0,38460.0,-23349,-321,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,N,N,0
53500.0,125700.0,6450.0,-8719,-761,2,Revolving loans,Working,Higher education,Widow,House / apartment,3,0,N,Y,0
67700.0,274200.0,15550.0,-20878,-2966,4,Cash loans,Working,Secondary / secondary special,Single / not married,Municipal apartment,2,0,Y,Y,1
243400.0,572300.0,25120.0,-18057,-1233,4,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,N,Y,0
69400.0,171400.0,11410.0,-18073,-1119,2,Cash loans,Pensioner,Secondary / secondary special,Single / not married,With parents,3,0,N,N,0
180000.0,417200.0,20710.0,-9732,-310,2,Cash loans,Working,Higher education,Single / not married,House / apartment,2,0,Y,N,0
123500.0,275000.0,12060.0,-18119,-357,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
89500.0,391500.0,18170.0,-23459,-80,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
175400.0,600800.0,26720.0,-22324,-36,1,Cash loans,Commercial associate,Lower secondary,Separated,House / apartment,2,0,Y,N,0
162800.0,573400.0,26750.0,-14727,-1222,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
423000.0,1851300.0,97810.0,-8312,-961,3,Cash loans,Commercial associate,Lower secondary,Widow,House / apartment,2,1,Y,Y,0
107800.0,261200.0,15980.0,-13492,-588,2,Cash loans,Pensioner,Higher education,Married,House / apartment,2,0,Y,Y,0
302600.0,549500.0,26970.0,-20951,-8418,3,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,1,Y,Y,1
175600.0,600000.0,32000.0,-18944,-926,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
105800.0,335500.0,22190.0,-15052,-2840,2,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,1,Y,Y,1
219600.0,678500.0,33720.0,-8555,-431,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,Y,N,0
195400.0,384400.0,24090.0,-14530,-518,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,3,0,N,Y,0
149900.0,453700.0,20920.0,-15207,-1534,4,Cash loans,Pensioner,Higher education,Married,House / apartment,3,0,N,Y,0
168200.0,433400.0,20210.0,-22593,-36,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
109300.0,277800.0,14960.0,-17973,-36,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
97500.0,234000.0,11250.0,-12678,-280,3,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
215300.0,580800.0,38030.0,-16112,-461,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
131700.0,362600.0,15710.0,-8731,-1370,1,Cash loans,Commercial associate,Higher education,Married,House / apartment,3,0,N,Y,0
141500.0,372700.0,21440.0,-23300,-2116,2,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,N,Y,0
169400.0,752600.0,43430.0,-13456,-682,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,1
168200.0,726400.0,31760.0,-15350,-498,2,Revolving loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,Y,Y,0
72100.0,241600.0,14750.0,-13380,-3160,3,Revolving loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,N,Y,1
280200.0,1246600.0,67550.0,-18638,-324,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
156500.0,700500.0,42590.0,-18312,-2071,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,1
133100.0,367500.0,23340.0,-19166,-4891,3,Revolving loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,1
182700.0,548500.0,27640.0,-11979,-482,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
165800.0,727800.0,39740.0,-12743,-166,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
216100.0,744100.0,36300.0,-9683,-3108,5,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,0,Y,Y,1
192700.0,457600.0,21620.0,-18204,-576,2,Cash loans,Working,Higher education,Single / not married,House / apartment,2,0,N,N,0
210900.0,772200.0,32440.0,-8309,-588,2,Cash loans,Working,Lower secondary,Single / not married,House / apartment,3,0,N,Y,0
289400.0,681700.0,45710.0,-17275,-1207,4,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
229100.0,622300.0,33270.0,-21647,-479,1,Cash loans,Working,Higher education,Single / not married,House / apartment,2,0,Y,Y,0
135900.0,328100.0,13890.0,-21986,-9028,3,Cash loans,Pensioner,Secondary / secondary special,Separated,House / apartment,2,1,Y,Y,1
84000.0,206800.0,8730.0,-14886,-80,3,Cash loans,Working,Secondary / secondary special,Married,With parents,2,0,N,N,0
339000.0,614500.0,30420.0,-15051,-1096,1,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
130800.0,546500.0,23150.0,-8907,-1451,2,Cash loans,Commercial associate,Higher education,Civil marriage,House / apartment,2,0,N,Y,0
116200.0,302000.0,15620.0,-18450,-1148,3,Revolving loans,Working,Secondary / secondary special,Widow,House / apartment,1,0,Y,Y,0
61800.0,125700.0,5490.0,-20868,-1342,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,1
174400.0,354900.0,15270.0,-11602,-5027,3,Cash loans,State servant,Higher education,Separated,House / apartment,2,0,Y,Y,0
158600.0,523600.0,31100.0,-14440,-3825,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,1,Y,N,0
69000.0,309200.0,20280.0,-21151,-673,1,Cash loans,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,2,1,N,N,1
184700.0,404800.0,21310.0,-21766,-1464,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,1
114800.0,237500.0,15140.0,-11578,-36,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
565300.0,1686500.0,72120.0,-16518,-962,4,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,Y,N,0
110800.0,368000.0,22900.0,-10763,-326,2,Cash loans,Working,Higher education,Married,House / apartment,2,1,N,Y,0
118500.0,307500.0,13420.0,-9307,-2269,2,Revolving loans,Working,Higher education,Single / not married,House / apartment,3,1,N,Y,0
95100.0,248900.0,15880.0,-22312,-456,1,Cash loans,Commercial associate,Secondary / secondary special,Married,With parents,1,1,N,N,0
279000.0,822000.0,53380.0,-20856,-2523,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
122200.0,323600.0,20200.0,-19884,-686,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
102500.0,437800.0,27730.0,-8453,-1879,2,Cash loans,Working,Secondary / secondary special,Single / not married,Municipal apartment,2,0,N,N,1
209700.0,401200.0,22710.0,-21229,-1076,1,Cash loans,Pensioner,Higher education,Single / not married,House / apartment,2,0,Y,Y,0
73900.0,179800.0,8790.0,-14710,-3341,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
201300.0,801800.0,47080.0,-13172,-1806,2,Cash loans,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,2,1,N,Y,0
358900.0,1454200.0,77700.0,-16452,-6920,3,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,N,1
195500.0,410800.0,17310.0,-9138,-2479,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
202600.0,897300.0,48810.0,-19830,-2375,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,1
227500.0,835400.0,49230.0,-17030,-561,2,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,0
346200.0,878000.0,37190.0,-10668,-1283,5,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,N,0
269700.0,817500.0,47540.0,-10695,-625,3,Revolving loans,Working,Higher education,Civil marriage,House / apartment,3,0,N,N,0
183500.0,477500.0,28160.0,-10631,-36,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,N,Y,1
231400.0,510300.0,23530.0,-8586,-2011,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
94600.0,244700.0,13020.0,-17116,-491,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,N,N,0
217100.0,730800.0,49020.0,-21175,-924,3,Cash loans,Commercial associate,Secondary / secondary special,Married,Rented apartment,2,1,Y,N,1
89100.0,359100.0,23340.0,-7951,-611,5,Cash loans,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,1,N,Y,0
122600.0,341000.0,17960.0,-8457,-406,1,Cash loans,Working,Higher education,Civil marriage,House / apartment,2,0,Y,Y,0
45000.0,123300.0,6300.0,-16875,-126,2,Revolving loans,State servant,Secondary / secondary special,Married,House / apartment,1,0,Y,N,0
180000.0,551400.0,24940.0,-20840,-753,2,Cash loans,Working,Higher education,Widow,House / apartment,2,0,N,Y,0
106700.0,377800.0,16210.0,-12921,-155,3,Cash loans,Pensioner,Higher education,Married,House / apartment,2,1,N,N,0
256700.0,983000.0,48890.0,-13288,-1419,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
179000.0,480100.0,31900.0,-17254,-36,1,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
258300.0,873900.0,58480.0,-12077,-5138,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
85700.0,244400.0,15430.0,-8097,-1523,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
247500.0,924200.0,47250.0,-19486,-663,3,Revolving loans,Working,Higher education,Separated,House / apartment,3,0,Y,N,1
422100.0,947500.0,43330.0,-17725,-550,1,Cash loans,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2,0,Y,Y,0
215800.0,538100.0,30930.0,-17003,-201,2,Cash loans,Working,Higher education,Civil marriage,House / apartment,2,0,N,Y,0
218600.0,644900.0,37930.0,-19589,-4297,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,1
160300.0,673500.0,35720.0,-18521,-1614,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
113300.0,379300.0,22750.0,-10978,-1720,1,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
215500.0,949600.0,58320.0,-13334,-4130,5,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,1,0,N,N,0
69400.0,144300.0,9000.0,-9696,-3122,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
119500.0,363600.0,20020.0,-9757,-3182,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,0,N,Y,0
60700.0,177900.0,11130.0,-18537,-2711,2,Cash loans,Working,Lower secondary,Married,House / apartment,2,0,N,Y,1
103600.0,354400.0,15120.0,-21468,-3830,5,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,1
203000.0,810400.0,48370.0,-23142,-3811,1,Cash loans,State servant,Higher education,Single / not married,House / apartment,3,0,N,Y,1
189600.0,772000.0,37150.0,-17768,-839,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
151100.0,545400.0,26740.0,-10628,-4054,1,Cash loans,State servant,Higher education,Married,House / apartment,2,0,N,Y,1
160400.0,566600.0,25140.0,-9368,-2255,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
57400.0,250400.0,11770.0,-20733,-844,4,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,1,Y,Y,1
122200.0,346600.0,23500.0,-16971,-1065,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
104700.0,423900.0,22380.0,-17606,-2122,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
105900.0,454100.0,30030.0,-20229,-818,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,0,N,Y,0
198700.0,621400.0,28730.0,-18972,-3199,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,N,Y,0
95800.0,361000.0,17080.0,-21080,-292,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
108800.0,306600.0,17320.0,-8573,-1999,2,Cash loans,Working,Higher education,Married,House / apartment,2,1,N,Y,0
51900.0,115700.0,5910.0,-19683,-654,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,N,Y,0
127100.0,430100.0,25260.0,-21344,-302,1,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,N,Y,0
85500.0,199300.0,10560.0,-12268,-3565,2,Cash loans,Working,Higher education,Married,House / apartment,2,1,N,N,0
153200.0,465000.0,29340.0,-17962,-499,4,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
91500.0,380300.0,20240.0,-12719,-3385,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,1
155200.0,315400.0,17940.0,-23065,-641,2,Cash loans,Commercial associate,Higher education,Separated,House / apartment,2,0,N,Y,0
137000.0,257900.0,12980.0,-8207,-1632,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
339800.0,1168100.0,70440.0,-16988,-451,1,Cash loans,State servant,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
188800.0,508600.0,30020.0,-10346,-131,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,0,Y,Y,0
58700.0,171900.0,8990.0,-19116,-5035,2,Cash loans,Working,Higher education,Single / not married,House / apartment,2,0,N,Y,1
78200.0,226400.0,11130.0,-10496,-330,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
151400.0,307900.0,17850.0,-11453,-4878,2,Cash loans,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,3,0,N,Y,0
92500.0,167400.0,11140.0,-15615,-3172,4,Revolving loans,Pensioner,Higher education,Married,House / apartment,2,0,Y,N,1
45000.0,190200.0,8640.0,-22372,-156,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
289200.0,690600.0,43350.0,-11072,-1075,3,Cash loans,State servant,Higher education,Single / not married,House / apartment,2,0,Y,Y,0
211100.0,622800.0,34950.0,-9988,-139,1,Cash loans,Working,Higher education,Single / not married,House / apartment,2,0,N,N,0
191100.0,845500.0,47060.0,-19867,-730,1,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,1,0,Y,N,0
108700.0,438300.0,29370.0,-15715,-790,1,Cash loans,Working,Incomplete higher,Married,House / apartment,2,1,N,N,1
182400.0,381500.0,22030.0,-22323,-1671,2,Cash loans,Working,Higher education,Married,House / apartment,2,1,N,N,0
103600.0,328700.0,20900.0,-10026,-3451,1,Cash loans,Working,Higher education,Single / not married,Municipal apartment,2,0,N,Y,0
163200.0,615500.0,34080.0,-18050,-339,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
92900.0,342400.0,16610.0,-11412,-729,1,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,1
314300.0,1211400.0,72750.0,-10189,-1615,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
67200.0,204000.0,13460.0,-18653,-343,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,3,0,Y,Y,0
272700.0,620400.0,39630.0,-17211,-2265,1,Cash loans,Working,Higher education,Married,House / apartment,1,0,N,Y,0
150200.0,458900.0,21640.0,-19801,-944,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
115300.0,409200.0,20560.0,-12643,-5455,2,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,0,Y,Y,1
160100.0,551300.0,30560.0,-14869,-1815,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,Y,Y,0
212500.0,423000.0,24050.0,-14186,-823,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
291700.0,576200.0,27100.0,-23485,-2321,2,Cash loans,Pensioner,Higher education,Married,House / apartment,2,0,Y,N,0
172200.0,758700.0,36400.0,-12366,-3332,3,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,N,Y,0
94300.0,208400.0,12860.0,-12408,-2943,1,Cash loans,Working,Incomplete higher,Single / not married,House / apartment,2,1,N,Y,1
151400.0,392900.0,23960.0,-13368,-556,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
365300.0,1414700.0,90290.0,-16743,-985,1,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
288900.0,839600.0,55630.0,-11725,-1099,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
232000.0,531300.0,26570.0,-22379,-897,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
219200.0,671100.0,43180.0,-11940,-679,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
208900.0,696900.0,41340.0,-22066,-2551,2,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,1,Y,Y,0
262900.0,794600.0,53160.0,-9333,-36,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
117200.0,501800.0,24630.0,-18221,-634,3,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
74800.0,192100.0,9420.0,-22246,-278,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
152400.0,546400.0,32950.0,-10382,-251,2,Cash loans,State servant,Higher education,Married,With parents,2,1,Y,N,0
97900.0,205900.0,13620.0,-23232,-592,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
86900.0,248500.0,15760.0,-14948,-2622,1,Cash loans,Pensioner,Higher education,Married,House / apartment,1,0,N,Y,1
102700.0,390300.0,23770.0,-22868,-6368,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,N,Y,1
510300.0,1228300.0,63960.0,-18547,-1320,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
157600.0,534600.0,32430.0,-12517,-755,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
176500.0,390800.0,24550.0,-10696,-3227,1,Cash loans,State servant,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,1
79900.0,166000.0,10220.0,-12551,-126,2,Cash loans,Pensioner,Secondary / secondary special,Married,With parents,2,0,N,Y,0
58600.0,188300.0,11220.0,-9165,-178,2,Revolving loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
97800.0,354300.0,15310.0,-9982,-773,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
302300.0,636700.0,37660.0,-9352,-1086,2,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,2,0,N,Y,0
174100.0,744800.0,40540.0,-14467,-2919,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,1,Y,N,0
198600.0,478500.0,32060.0,-20455,-4736,2,Cash loans,Pensioner,Higher education,Civil marriage,House / apartment,2,0,N,Y,1
213100.0,452600.0,26150.0,-9942,-1383,2,Cash loans,Pensioner,Secondary / secondary special,Separated,House / apartment,2,0,Y,Y,0
109600.0,257300.0,14880.0,-9764,-1250,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
294800.0,665600.0,45160.0,-18010,-437,2,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
107300.0,219400.0,9750.0,-10839,-1095,3,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,Y,Y,0
297500.0,1176400.0,57860.0,-9238,-2664,2,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,Y,Y,0
183700.0,576400.0,34040.0,-10351,-911,2,Revolving loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
60200.0,171500.0,8610.0,-22515,-432,1,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,1,N,Y,0
101300.0,442300.0,22560.0,-20872,-751,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,N,1
60300.0,168900.0,11010.0,-13360,-1319,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
263500.0,593100.0,33840.0,-18209,-1666,5,Cash loans,State servant,Higher education,Married,With parents,2,0,N,N,0
145500.0,369600.0,16510.0,-16304,-1034,3,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,0,N,N,0
48300.0,118100.0,5910.0,-18552,-2595,1,Cash loans,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,2,0,Y,Y,0
177700.0,559200.0,24590.0,-18641,-1603,1,Revolving loans,State servant,Higher education,Widow,With parents,1,1,N,Y,0
112600.0,291300.0,16450.0,-17774,-1997,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
70100.0,223900.0,10410.0,-11946,-3629,3,Cash loans,Working,Secondary / secondary special,Married,With parents,3,0,Y,Y,0
340800.0,1229300.0,79030.0,-8297,-1722,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,1
155400.0,605900.0,34540.0,-14991,-415,3,Revolving loans,Working,Higher education,Married,House / apartment,1,0,N,Y,0
127200.0,472900.0,20590.0,-21989,-1783,2,Cash loans,Pensioner,Secondary / secondary special,Married,With parents,3,1,N,N,0
120600.0,284000.0,14150.0,-16822,-2302,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
69100.0,146000.0,8470.0,-21047,-287,2,Cash loans,Pensioner,Secondary / secondary special,Separated,House / apartment,2,0,N,Y,1
76700.0,250400.0,12700.0,-23606,-3378,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,1
280000.0,654400.0,36220.0,-10299,-363,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
116200.0,235800.0,15480.0,-18787,-2932,3,Cash loans,Commercial associate,Higher education,Single / not married,House / apartment,2,0,N,N,0
148900.0,479900.0,24520.0,-18506,-321,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
53000.0,142200.0,7210.0,-23419,-2472,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,1,Y,Y,1
76200.0,292700.0,18530.0,-23509,-292,1,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,Y,Y,0
199800.0,529100.0,26610.0,-18705,-869,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
177900.0,790300.0,34790.0,-11585,-282,5,Cash loans,Commercial associate,Secondary / secondary special,Widow,With parents,2,1,N,Y,0
353900.0,1361800.0,63600.0,-20503,-576,2,Cash loans,State servant,Secondary / secondary special,Married,Rented apartment,2,0,N,Y,0
288200.0,563700.0,37580.0,-9390,-2815,1,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,1,Y,Y,0
131200.0,416400.0,27590.0,-20216,-208,3,Cash loans,Working,Incomplete higher,Married,House / apartment,2,1,N,Y,0
186600.0,619300.0,29630.0,-22298,-952,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
125700.0,462200.0,26060.0,-13822,-2063,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Y,N,0
411400.0,1293500.0,58950.0,-17805,-181,2,Cash loans,Commercial associate,Incomplete higher,Single / not married,With parents,2,1,N,Y,0
261600.0,812300.0,48370.0,-14583,-210,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,N,0
